	J1_p1_rep1_B	J1_p1_rep2_B	J4_p1_rep1_B	J4_p1_rep2_B	J8_p1_rep1_B	J8_p1_rep2_B	J11_p1_rep1_B	J11_p1_rep2_B	J14_p1_rep1_B	J14_p1_rep2_B	J1_p2_rep1_B	J1_p2_rep2_B	J4_p2_rep1_B	J4_p2_rep2_B	J8_p2_rep1_B	J8_p2_rep2_B	J11_p2_rep1_B	J11_p2_rep2_B	J14_p2_rep1_B	J14_p2_rep2_B	J1_p3_rep1_B	J1_p3_rep2_B	J4_p3_rep1_B	J4_p3_rep2_B	J8_p3_rep1_B	J8_p3_rep2_B	J11_p3_rep1_B	J11_p3_rep2_B	J14_p3_rep1_B	J14_p3_rep2_B
CRLF1	0.855474559264204	0.691439575416682	1.29272309811086	1.22156334511177	0.782019292320028	0.302129541102688	0.476627683680904	0.312138260050591	0.699493272665959	0.307323824675389	0.778775868541216	0.521495148938903	0.878317888039884	0.840483112633235	1.57832239376923	1.44195024314865	2.04866727592575	1.55114766883531	1.90321817175187	2.61531830446061	0.985426771765657	0.694983542270017	0.523279019311229	0.988585405766677	0.821023463726579	0.946396751700552	0.869981719621892	1.05111284950557	1.37400746318946	0.75706573429921
OSBPL7	35.4910274019372	33.0852656905866	31.5101255164523	32.6116807161072	23.3788345927033	14.1355076778986	12.5003876430694	12.5504976841534	14.8655047757249	9.48530323072188	12.7484849244254	14.9722845742018	13.7251808637699	11.9612479907609	10.966889511621	16.6701760851951	16.0452499573697	15.9301538076569	23.3333173692034	15.3793086615772	12.4758209416753	12.8508173689629	12.8297059831128	12.2132928917562	18.9913020155707	13.824207870585	13.7785464589146	13.9896314502539	14.6912381259463	10.3877774132032
TMEM98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0610085549709873	0	0.027483294898944	0.0417915996238512	0	0	0	0.0329199269319573	0.0483239237037421	0	0	0	0	0
YBX2	0	0	0	0	0	0	0	0.0295305827862432	0	0	0	0	0	0	0	0	0	0	0.027483294898944	0	0	0.0472456520917754	0.0480513332700853	0	0.483239237037421	0.193616356730882	0.0920615576319462	0	0.0470873016857253	0
KRT33A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	225.771000100025	225.147828872677	187.1628740003	189.087262156763	194.995284377346	167.252862331353	226.06588138011	212.843151960987	171.312215224497	166.311038461024	191.957739686788	181.213311722079	193.534887339502	164.193694699433	164.289058750217	182.697534369862	183.30264375253	189.98189103004	176.444677081863	154.765159223023	113.275153965044	114.150220018939	109.56328652912	101.054299703029	123.182997152446	125.303859283665	138.470095706069	130.104259938539	119.473668821157	109.631699533954
ABCC8	1.79639947178068	1.41591721928331	0.686759145871397	0.507574797137856	0.217984471726837	0.225806831915313	0.161295324426702	0.265775245076189	0.203637051722259	0.0948530323072188	2.23657630253078	1.65607662333158	1.40530862086381	1.78049111312853	0.90969590418976	0.799528829026144	2.07429086901357	1.4806873731476	2.08873041231974	2.42391277818337	0.203853283360707	0.283473912550653	0.288307999620512	0.0658398538639146	0.193295694814969	0.154893085384706	0.0920615576319462	0.274980470766662	0.376698413485802	0.0564553120282781
CACNG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0417915996238512	0.0407706566721414	0	0	0.0658398538639146	0.0483239237037421	0	0	0	0	0
TMEM132A	0.534064707826688	0.283183443856661	0.323180774527716	0.296085298330416	0.871937886907349	1.03871142681044	0.403238311066754	0.944978649159783	0.560001892236212	0.80625077461136	0.492046786556771	0.405569785305693	0.327905344868223	0.13696085485604	0.758079920158133	0.519693738866993	1.83025664912962	0.714814593933323	1.1268150908567	1.25374798871554	0.530018536737838	0.425210868825979	0.91297533213162	0.427959050115445	1.35306986370478	1.12297486903912	0.981989948074093	0.962431647683318	0.517960318542978	0.564553120282781
AP2B1	261.691706835077	258.971259406917	243.395520816186	256.494464153663	232.807415804262	236.374591648949	197.34482943607	207.953478063241	200.735223735217	201.56269365284	267.360331204529	264.025930234006	209.203610025926	225.665835184469	197.909397822617	196.04446887721	159.964431133929	174.567935475574	164.322620200786	135.404782781278	225.42096074027	225.265851804023	213.011560386288	196.9599228339	171.598253071988	177.855985292988	176.420631608686	173.065833788768	156.753627311779	151.243780923757
TAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF263	62.5899561904341	64.0372161041197	64.0108001068321	59.5469832842228	63.2318456361623	53.1273797993709	51.3019941254678	44.8297871161401	46.8752129359468	46.3864526543608	48.3874336747323	44.3324952569442	57.2204195519189	49.2712109982777	47.6246021307877	56.1924851616154	51.1605540275705	54.0757240310559	58.6842550988681	57.2152073810297	51.6136128140974	52.6642559301812	47.6404943706261	49.0651758964664	52.9117970201754	44.8818204210723	44.5197417833741	47.0113487334455	42.0442516751841	39.6389682344149
CX3CL1	0	0.0471972406427769	0	0	0	0	0	0	0	0	0.0447315260506155	0	0.0468436206954605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	81.7119002974833	75.8931629535853	84.3501821517339	80.6620948451576	80.2182855954761	48.3226620298769	43.7916805818495	42.3173251326866	46.2765200038833	43.1581296997846	27.688814625331	27.3421630260254	18.315855691925	18.5353690238508	18.2444567451391	19.8283149598484	17.2654210567894	23.3335906733949	27.7856111428324	15.7136414585681	36.326655094878	37.5602934129615	32.1943932909571	33.150366420481	40.6404198348471	33.3407366290579	30.4416883902969	31.3134011085537	30.51257149235	25.8565329089514
CACNA1G	0.0485513370751535	0	0	0	0	0	0	0	0.152727788791694	0	0	0	0	0	0	0	0	0	0	0.0417915996238512	0	0	0.0961026665401706	0	0	0	0	0.0343725588458328	0	0
TNFRSF12A	0.339859359526074	0.330380684499438	0.080795193631929	0.21148949880744	0.435968943453674	0.270968198298375	0.282266817746728	0.118122331144973	0.152727788791694	0.0474265161536094	0.536778312607386	0.675949642176154	0.281061724172763	0.273921709712081	0.707541258814258	0.959434594831372	1.09815398947777	0.970105520338081	0.961915321463039	2.08957998119256	0.163082626688565	0.330719564642428	0.432461999430768	0.36211919625153	0.193295694814969	0.193616356730882	0.276184672895839	0.687451176916655	0.517960318542978	0.112910624056556
DLX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K9	65.7385103997578	63.8106693490344	37.3273794579512	45.0049653462232	35.4769727735427	33.3742497570832	28.5089485924195	28.5560735542972	30.3419207066166	30.3055438221564	69.2444023263528	70.6029401252993	65.1594763873855	77.7024583216603	41.5933182860096	54.1680781665212	68.4515986774478	59.6359604081515	66.5645402452423	41.9169744227228	44.7661810260112	41.3871912323953	33.82813862214	32.9528468588892	28.9460302985415	25.673528902515	21.9106507164032	27.0855763705162	23.5436508428626	26.6469072773473
RALA	42.3367659295338	40.7784159153592	36.1962467471042	36.5030874941641	34.0600737073183	30.303276843035	39.0334685112618	39.2756751057035	57.7311041632604	55.9632890612591	48.8915579733228	55.4616681405535	38.7865179358413	40.9969492202414	39.9760811230056	36.6983732523	35.4459704381436	34.7706241763281	35.4809337145367	32.8064057047232	37.3866921683536	34.3948347228125	26.9567979645178	28.2782172345513	22.6155962933513	28.306711354055	27.3115954308107	26.3637526347537	31.7839286378646	31.050421615553
BAIAP2L1	0	0	0.161590387263858	0.453433485443151	0.0544961179317093	0.18064546553225	0.120971493320026	0.0912495008094916	0.356364840513953	0.335305469206019	0.0894630521012311	0.168987410544039	0.0936872413909209	0.228268091426734	0	0.242656999609435	0.377642955270411	0.518751162454469	0.771181254864368	0.208957998119256	0.203853283360707	0	0.098024719870974	0.197519561591744	0.0483239237037421	0.348509442115588	0.122748743509262	0.140583765679456	0.235436508428626	0
KDM7A	122.640677451838	132.90742965006	74.7355541095343	78.7163914561291	68.7741008298171	60.5613923196869	66.8569119748679	73.5606817205319	48.8728924133421	53.6868162858859	136.565349032529	132.3847374202	176.085170194236	209.458800693171	145.349190024986	166.262019995987	138.977488223909	144.647838900936	142.968100064307	82.0369100616199	83.9467820879391	75.120586825923	70.2991005741348	74.9915935509987	83.4554162363627	72.877196673504	67.910742346499	86.6875934091903	70.0188176066735	86.4330827152938
ETV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGK	25.7924123078045	25.1230911941501	25.7906337592481	27.8193286731306	30.0191865626821	24.0615243952319	21.7664007930723	23.814643182138	24.0597176609849	23.6909676142125	27.2446305716484	29.6806108131338	17.6684768539138	16.3668221552968	17.0593251366252	19.8754871607609	23.0380505281442	21.3213875914726	24.5835324541564	16.7429685573035	16.5276088017527	17.721844099625	23.5259327690338	20.2263323062639	22.9427492568257	19.8770424147058	17.7298285124778	18.0713728131966	18.2204313872914	18.1447372858886
ALDH3B1	1.06812941565338	1.36871997864053	1.61590387263858	0.84595799522976	1.47139518415615	1.62580918979025	1.53230558205367	1.74230438438835	1.52727788791694	1.23308941999384	0.805167468911079	0.777342088502577	0.515279827650065	0.730457892565549	1.21292787225301	1.1193403606366	0.793111214622835	0.867989149776178	0.742048962271487	1.17016478946783	5.30018536737838	5.0080391217282	6.198621991841	6.74858502105124	6.66870147111641	7.3961448271197	5.21682159914362	5.56835453302491	4.70873016857253	4.62933558631881
TTC22	13.6914770551933	14.4895528773325	11.8768934638936	12.477880429639	12.4251148884297	12.7355053200236	11.0487297232291	10.808193299765	9.46912290508504	10.6709661345621	3.93637429245417	5.37379965530043	3.65380241424592	3.19575327997428	3.08285834197641	2.95825666739673	3.23345341346233	3.77830571079042	4.17746082463948	2.92541197366958	7.25717688764116	6.94511085749099	6.43887865819143	5.92558684775231	8.89160196148855	7.82210081192764	8.50035048801637	8.42127691722903	8.66406351017345	7.62146712381755
PHTF2	87.7322660948024	89.0139958522772	86.8144355575077	87.979631503895	71.0084416650172	51.7097645086066	48.8724833012906	49.9066849087511	50.9601721934953	54.2085079635756	42.7186073783378	42.010270261248	56.3060320759435	74.506705041686	56.1484527530457	61.683649159367	57.653084447583	63.0568588219753	74.8919785996223	53.0335399226672	70.9817132661981	67.3722998828718	62.6589385841912	64.9180959098198	54.8959773274511	48.7138753534899	47.1048303216792	56.0960160363991	58.4824286936708	59.1087116936072
CCL26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARP2	92.5597255401849	89.6667336903668	64.62807538618	63.0877404732569	62.2950573689162	54.031058740696	56.1928716003965	59.1346967236242	50.5498435342749	47.6299759079084	88.8117610819341	87.5506875287609	64.2174511751998	65.3887643977365	51.1648353579262	56.5106976355678	70.2074248895128	64.3042102883889	70.9319106376335	51.4830715766223	60.8942373923769	56.1287795980711	47.161903091256	49.1622896809157	54.8133434179177	51.4287639075704	47.9146651569815	47.7843875818883	46.6432684308289	43.4796231116987
USH1C	0	0	0	0	0	0	0	0	0	0	0.0447315260506155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGCT	12.6718989766151	12.2240853264792	13.1195235419526	13.4084342243917	17.170636837923	18.1548692859911	16.7981015624189	14.6176384791904	16.1891456119196	14.4176609106973	13.5080262367649	12.8092457192381	10.349629556455	9.63245692202532	13.8475932082219	12.4326732913565	8.96825758073513	10.9060283760113	12.3839726814642	13.0393969986378	19.3660619192671	16.2983326020998	20.0369254602929	21.2991927249764	18.5080627785332	18.0450444473182	15.3101439060514	15.3645338040872	14.8320291579866	14.7320136737792
DBF4	15.4364121096743	18.4999024147493	26.0095887339906	23.6851319504428	24.349410453067	23.7968787882271	27.5867425750099	24.5413908245074	21.8324374077727	21.4415279530468	19.9882824157175	18.4517353573036	14.3308688793622	17.8049111312853	24.5102399785528	26.7406414511939	31.7372603814573	26.6467563162759	26.0041439674828	26.0842269052267	22.7076249401159	23.3837630463033	29.0249273484623	28.4131889349723	27.3948323476514	26.0003533126767	25.8668427197067	24.7104325542692	23.1669524293768	25.2417345609634
TBXA2R	11.1668075272853	10.7609708665531	6.42321789373836	6.47157866350766	8.01092933596127	7.09033452214082	7.37926109252161	6.70344229247721	6.00729302580664	6.0231675515084	9.97513030928726	10.0378521863159	13.5378063809881	10.5003322056298	7.73241518561296	7.99528829026144	2.31832508889752	5.25899308393802	6.18374135226239	2.38212117855952	11.6196371515603	8.97667389743734	7.39990532359313	6.5510654594595	5.41227945481912	6.69912594288852	6.10674998958577	4.98402103264575	5.50921429722986	4.85515683443192
IFRD1	43.7855378278564	42.0305587096121	33.242778443889	31.9750973246968	32.5418118617409	26.9234001829266	26.2084740277837	25.1819091651411	46.9413949777565	48.6743077936109	23.9036328909279	23.7846400592523	22.2985003234531	23.1409060364766	20.2351746154743	19.0275868375787	26.9499190728839	22.5243184366918	25.2549493485376	33.5231316382722	21.9272745714111	24.1401659362927	17.0846515441788	17.0614105310255	15.3066028331603	16.3675523326018	19.187776713509	20.3808650420481	17.776398132395	19.4697434591923
LGALS14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX10	15.0198416375695	15.4155627387438	15.0957739781896	17.3459457131886	14.8065952420454	14.2940240739031	10.5999254830118	11.9164760717327	12.6799701181158	15.1617829491474	13.7634432505139	14.6332958286505	12.9054175015994	13.3975108220179	14.2038907706962	12.6221616238357	10.6331810458934	11.2619039274195	11.6738043412754	10.3835408425421	17.5880535817951	17.129856078915	18.2152994160239	16.8645493679724	13.6123660681071	13.7417273026176	12.0569953311972	11.8547518203393	12.7743140743204	11.1533114443066
GTF2IRD1	0.291308022450921	0.141591721928331	0.646361549055432	0.549872696899344	1.58038742001957	0.993550060427376	0.96777194656021	0.974509231946027	0.509092629305647	0.379412129228875	2.50496545883447	2.50101367605177	2.67008637964125	1.55222302170179	1.8699304697234	1.55908121660098	2.62336786375245	2.14444378179997	2.77581278479334	3.46870276877965	0.0407706566721414	0.188982608367102	0.720769999051279	0.493798903979359	0.338267465926195	0.580849070192646	0.521682159914362	0.343725588458328	0.706309525285879	0.225821248113112
PAF1	98.996176296238	99.5861777562593	91.4197615945277	88.8678873988862	84.1965022044909	81.3807822222787	84.2768070129517	80.4413075097266	105.127627951616	102.678407472564	109.234386615603	104.400422234107	113.314718462319	109.066494083693	93.5470621475137	98.382022411667	107.009005419112	96.2446792545939	109.026230864111	110.538781005086	85.4960670414804	89.9084759306487	68.5212012431416	66.26781291403	66.6386907874604	66.7976430721543	66.3763830526332	60.9769193925073	64.6508652145008	61.0846476145969
VPS41	79.3328847808008	81.5096345900757	82.1283143268559	83.4960541291773	73.8967359153978	69.9097951609808	61.7357854243201	65.2921185403838	51.4692648228009	55.6313034481838	78.0565129583241	79.4916779199157	63.5667932837399	68.3891201914495	52.1053598455357	54.9676069955474	63.9369656095947	59.4317276670277	71.7313996862438	51.8215835335755	65.8853811821805	58.5846085938016	56.31616259254	58.53163008502	51.7065983630041	48.7525986248361	47.4423893663296	49.1871317083867	50.6659366138404	51.4872445697896
ARHGAP44	271.081535425412	267.86793926808	363.942353690992	375.689522702539	377.578532934565	378.743089489571	307.9756795071	313.38592717331	258.92603854274	256.332731567674	45.3707395578788	43.5649544382531	33.9850468145566	31.1357676706065	34.2652123911476	36.6288142441747	29.3451149410449	37.0682425139709	31.4683726592909	21.2514463247246	208.513777124899	202.29407084396	248.465756126288	233.296608982126	232.782622591007	222.146888593318	221.768927410748	220.734729572934	194.705992470474	194.462015940765
ELAC2	93.8011832291965	94.5832702481249	95.5403164697561	87.0490777091423	89.4826256438667	80.6130389937666	73.3893726141493	70.1941952829002	81.4548206889036	79.1548554603741	76.8040302289069	80.7759822400504	78.0414720786371	66.4260146051796	65.0937958109117	66.8006336651343	54.2976139241787	57.1851675146658	62.4695293052997	55.7499938982175	95.6071898961715	92.790460708247	83.4171145568681	81.1476198872747	77.4149257733949	71.1346494629261	67.3583730007073	63.8985868944031	60.6955318728999	54.5922867313449
SCIN	0.0485513370751535	0	0.0403975968159645	0.042297899761488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSD	30.2707876396167	28.3801727709082	26.5642477382738	29.7100447924692	24.8382406309145	25.1097197089828	22.3825489323823	19.4252173567908	16.794456748164	20.628637466174	0.0447315260506155	0.0770582592080816	0.0936872413909209	0.0456536182853468	0.0505386613438756	0	0.122017109941975	0.102116370561903	0.054966589797888	0.0952848471423807	45.2945687364822	40.8386692116098	32.5571808571463	29.8267705974306	27.4963125874293	29.1241596121727	25.6314720040277	24.0126696096988	21.7943575852379	22.8474647778442
PNPLA4	5.82616044901842	6.23003576484655	6.78679626508204	7.23294085921444	6.81201474146366	10.3419529017213	10.0003101144555	11.044437962055	12.1164045774744	12.2834676837848	12.5248272941723	12.8768406834557	10.2119093116104	9.99814240449095	12.584126674625	10.2739454529859	9.88338590529994	8.73094968304273	10.4436520615987	9.44490151499037	6.89024097759189	5.43324999055418	6.198621991841	7.27530385196256	8.69830626667358	8.67401278154352	7.97866832810201	9.14310065299152	9.22911113040215	7.90374368395894
MYH13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR2	51.7557253221136	53.1440929637668	58.6169129799645	59.8515281625055	65.0138686925292	57.1742898409572	58.4292312735727	56.6396577840145	47.2437959995641	50.5566662197476	46.8786393010451	45.0858411331495	44.6888141434693	43.0057084247967	36.6910681356537	38.8171246492193	48.074741317138	49.7306724636469	46.0345189557312	46.8065915787133	58.6689749512114	59.4822759835453	59.3433965885553	56.7210341037624	59.4867500793066	60.5244731140737	50.6031695116931	50.3214261502992	47.9348731160683	51.4872445697896
CDKL3	0.97733841532284	1.31538709671419	0.655249020354944	0.999499371363961	1.41144945443127	1.03871142681044	0.666149689882278	1.35840680816719	1.22894960714383	0.799611062349855	1.61033493782216	0.974043434375838	0.608967069040986	0.494885222213159	0.228434749274318	0.283832734304281	1.31473435962478	1.13144938582589	1.05013669808865	1.52413963828185	0.87086122651694	0.894832650618227	0.530967232634442	0.746294743547472	0.409303633770696	0.536704540858005	0.890542134159693	0.968274982687109	0.573052461515276	1.44751420040505
UPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS21	0	0	0	0	0	0	0	0	0	0	0	0	0.0936872413909209	0.13696085485604	0	0	0	0	0	0.0835831992477024	0	0	0	0	0	0	0	0	0	0
MARK4	35.102616705336	36.1058890917243	28.1571249807273	29.2701466349497	30.8992988672792	33.1032815587848	31.6945312498469	27.2271973289163	35.9928488919093	32.297457500608	28.9412973547482	28.6602648282689	25.3892424169396	23.694227890095	27.0887224803173	24.5855114925539	34.8358848884338	30.8391439096948	29.7094417857584	30.6332425242829	19.4068325759393	19.4652086618115	19.4607899743845	19.1923174013311	22.7605680644625	23.0790697223211	23.5063843820236	23.3389674563205	21.2363730602621	20.493278266265
PROM1	0.194205348300614	0.0943944812855538	0.080795193631929	0	0	0	0	0	0	0.0948530323072188	0	0.0337974821088077	0	0	0	0	0	0	0.027483294898944	0	0.0815413133442827	0.236228260458877	0.0480513332700853	0	0	0.116169814038529	0	0.137490235383331	0	0.0564553120282781
CCDC124	40.7831231431289	41.9111496907859	44.8009348689046	46.0201149404989	42.3979797508698	47.2387892366834	41.5335460398757	37.7400848008188	45.5128810599249	46.0511471851547	39.4979375026935	37.4476101765589	42.5340075914781	35.2902469345731	44.0697126918595	39.3767948295376	41.1197660504454	39.8764427044232	38.2292632044311	55.039536704612	53.0426243304559	56.8365194664059	54.9226739277075	51.9147247716966	49.7736414148544	52.470032674069	48.0868202697532	47.2966409718659	46.2868175570679	43.7528668219155
CEACAM21	19.4690861671365	17.8877542036124	24.6425340577384	25.9709104535536	31.9347251079816	28.8129517523939	24.5168893128587	24.7170977920856	13.9491380429747	14.5599404591581	7.15704416809848	7.30025613550247	11.1019381048241	10.7286002970565	12.4325106905934	11.193403606366	10.6764971199228	11.0796262059665	10.4986186513966	9.44490151499037	20.8745762161364	21.9219825705838	19.3646873078444	19.6531963783785	18.7496823970519	19.4003589444344	17.8906293664749	18.5955543355955	17.2339524169754	15.1864789356068
PAFAH1B1	238.969681083905	241.037251907474	247.009085851374	248.669352697788	229.973617671813	214.335844854015	220.666117156615	219.205516022284	178.48787583456	198.005704941319	213.795223389438	213.92792250412	167.88753657253	192.064772126454	168.041048968386	194.811995187267	245.071365318456	215.465541885616	220.687285210183	209.250539316623	229.008778527418	221.818336570886	212.675201053397	198.349802148968	207.02645449615	210.112470324353	183.725716206781	203.313685573101	177.754563863613	180.487632554405
NOS2	0.14565401122546	0.0943944812855538	0.121192790447894	0.126893699284464	0.0544961179317093	0.0451613663830625	0.120971493320026	0.413428159007405	0.152727788791694	0.237132580768047	0.313120682354309	0.135189928435231	0.187374482781842	0.0913072365706936	0.353770629407129	0.199882207256536	0.122017109941975	0.357407296966662	0.329799538787328	0.33433279699081	0.611559850082121	0.566947825101305	0.576615999241023	0.559638757843274	0.386591389629937	0.774465426923528	0.490994974037047	0.481215823841659	0.517960318542978	0.790374368395894
DNAH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0835831992477024	0	0.0472456520917754	0	0	0	0	0	0	0	0
KIAA0100	248.918335563975	232.43272296589	221.64787854628	221.77169526046	202.633460266654	197.483429374511	183.238343600021	188.969742919105	202.732394119983	209.875613404245	221.904154431893	215.497815548074	197.128729919258	200.911073741606	166.277755074098	193.381238347724	196.399960333702	191.984903638612	178.453705938976	144.021374791724	235.095022155435	228.936366515033	221.618034688293	206.603486229348	205.493619636267	203.372684946551	199.270617084794	206.2858807365	183.283083954534	180.599978625341
SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS7	0.097102674150307	0.0471972406427769	0	0	0	0	0.0403238311066754	0.0295305827862432	0	0	0.134194578151847	0.337974821088077	0	0.228268091426734	0.0505386613438756	0.0399764414513072	0.0610085549709873	0.0510581852809517	0.0824498846968319	0.167166398495405	0.0407706566721414	0	0	0	0	0.0387232713461764	0.122748743509262	0	0	0
TRAPPC6A	26.0720680093574	25.2033265032429	30.9849567578448	27.6628264440131	33.2971280562744	38.0710318609217	40.8480409110622	39.452858602421	50.6038073529813	48.5173260251424	23.9760979631299	24.3003896362327	25.5766168997214	16.0700736364421	18.8509206812656	15.5508357245585	14.1539847532691	19.1468194803569	19.8429389170376	18.3883038344945	33.9211863512216	36.8043629794931	34.6450112877315	36.4094391867448	36.0979710066954	36.0900888946364	43.6985526892971	41.7626589976868	49.9596270885545	44.9948836865377
MATK	0	0	0.080795193631929	0	0	0	0.0403238311066754	0	0	0	0	0.0337974821088077	0	0	0	0.0399764414513072	0.183025664912962	0.153174555842855	0.13741647449472	1.12837318984398	0	0.141736956275326	0	0.0658398538639146	0.0483239237037421	0	0.0306871858773154	0	0	0
CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD79B	713.975085952265	705.270726787047	614.772648225189	589.78753298827	729.682310580773	735.768981112855	858.834294157349	814.48093668658	779.162705503888	787.469874214531	613.688356553033	641.226447032386	780.370219346711	671.5501158196	669.511421539605	605.561536046743	425.901942423562	540.759793219823	622.121207652762	507.350019433554	779.159050116826	744.751167270451	640.163887490711	635.388168112246	710.784512777417	783.03295070887	825.535320212765	799.658676640934	911.913873731514	887.291767107959
SCN4A	13.2059636844417	12.2240853264792	7.83713378229712	6.64077026255361	9.80930122770767	9.34840284129395	10.1616054388822	9.92227581617773	6.00729302580664	6.0231675515084	14.3588198622476	14.4991198246785	21.87597086478	19.0375588249896	14.7572891124117	17.1498933826108	13.7269248684721	16.6449684015902	19.3482396088566	11.3673150976875	10.0295815413468	10.2050608518235	8.31288065572475	7.20946399809865	10.0997000540821	10.2616669067367	8.74584797503489	9.14310065299152	8.09901588994475	8.91993930046794
ST7L	10.977942826063	11.3075149131965	9.86630507036301	8.91005258475744	9.24417648475585	7.65123869261846	7.14618934872502	6.50263432953076	7.0310783033403	6.10758675026182	10.4170777866673	9.61200391174491	10.8536669151382	8.96408795032784	10.3831679730992	10.5641744179224	12.0180752437348	10.708433198974	9.94647925687682	10.5682597128795	9.55093403201584	10.4441238514079	10.068195860081	9.53163564387891	8.47360002145118	8.3227927104337	8.41350575198357	8.64469854972694	9.21451406687958	8.27973606206727
TKTL1	0.436962033676381	0.707958609641654	1.05033751721508	0.84595799522976	1.03542624070248	0.993550060427376	1.57262941316034	1.44699855652592	0.509092629305647	0.521691677689704	0.715704416809848	0.608354677958539	0.702654310431907	0.502189801138815	0.505386613438756	0.239858648707843	0.0610085549709873	0.0510581852809517	0.192383064292608	0.0835831992477024	1.50851429686923	1.74808912739569	1.44153999810256	1.41555685807416	2.31954833777962	2.51701263750147	2.60841079957181	1.7873730599833	1.74223016237183	2.14530185707457
PAX6	0	0	0	0	0	0	0	0	0	0	0	0.101392446326423	0	0	0	0	0.244034219883949	0	0	0.0417915996238512	0	0	0	0	0	0.0387232713461764	0	0	0	0
RPUSD1	30.3441001586002	29.8753813544714	28.6418961425188	29.2253108612025	29.1003820143534	27.5484334936681	28.9916248507664	24.8056895404443	22.2463297153982	23.3812724637294	35.7852208404924	36.5262908142728	34.9434672939857	30.5322268368742	30.1700646624534	35.6541886015918	36.9699641413189	36.3529173381848	42.8170496219118	47.1810443113431	35.3481593347466	33.2136934205181	34.1150050817624	34.8938057507974	29.235973840764	30.2796620291426	26.7285388991417	25.813447967632	26.3213307693036	22.4093715565047
RHBDF1	0.436962033676381	0.283183443856661	0.484771161791574	0.42297899761488	1.30790683036102	0.858065961278188	0.645181297706807	0.590611655724865	0	0.142279548460828	0.178926104202462	0.0337974821088077	0.0936872413909209	0.182614473141387	0.202154645375502	0.159905765805229	0.976136879535797	0.663756408652372	1.26423156535142	0.668665593981619	0.28539459670499	0.236228260458877	0.432461999430768	0.36211919625153	0.579887084444906	0.54212579884647	0.429620602282416	0.378098147304161	0.329611111800077	0.225821248113112
LUC7L	98.7534196108622	88.3532344832784	88.1879538492505	82.692394033709	70.5179766036318	15.9871236996041	17.1376282203371	16.3304122807925	27.2873649307827	27.7919384660151	16.640127690829	15.4454493237251	31.7131312108267	19.5854022444138	21.8832403618981	35.3391742429555	57.531067337641	48.3521014610612	83.0270338897098	84.3354480409317	19.3660619192671	20.410121703647	17.6828906433914	20.4432746247455	28.8010585274303	13.7467613278926	15.9880238420813	20.7266529840372	25.9451032288346	25.8000775969231
CACNA2D2	0.679718719052149	0.717398057770209	0.36398234731184	0.254210377566543	0.935153383708132	0.270968198298375	0.403238311066754	0.358501275024993	0.102327618490435	0.428735706028629	0.63876619200279	0.747262329425738	0.706870236294499	0.32779297928879	0.410879316725708	0.480916590659225	1.52826430202323	0.895049987975083	1.21063914029848	1.00550588694986	0.337173330678609	0.330719564642428	0.534330825963348	0.234719079024855	0.449412490444802	0.232339628077058	0.524137134784547	0.519025638572075	0.665343572819298	0.735612715728464
BAIAP3	30.4795583890399	26.3181253272253	12.0990802463814	14.8419100473085	32.2393584072199	19.0621611366269	32.4542322278967	28.9260917566088	26.7248175754	24.3862403410244	80.228675863342	78.099897606675	102.148604597142	93.7364655996569	50.9783476975673	51.8478455046874	50.8164657775342	60.0944629119745	115.061012758021	68.574999990785	8.50720522120902	9.85071846113518	10.0124563134877	10.0721808441017	19.9993390640307	12.4123573973034	14.5665933922441	15.5288346353703	16.7979240033656	14.5801488844231
