L	R	pw.id	pw.name	pval	qval	LR.corr	rank	len	rank.corr
RPS27A	ADRB2	R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0883078850849377	0.10248110629836	0.437621561544874	31	57	-0.0726312864684635
RPS27A	ADRB2	R-HSA-9664433	Leishmania parasite growth and survival	0.0883078850849377	0.10248110629836	0.437621561544874	31	57	-0.0726312864684635
RPS27A	SMAD3	R-HSA-1181150	Signaling by NODAL	0.151242632047489	0.157918351279543	0.339816615726591	2	4	-0.822228396776883
RPS27A	SMAD3	R-HSA-157118	Signaling by NOTCH	0.0495232503861796	0.0664947013612187	0.339816615726591	22	40	0.0629654330193188
RPS27A	SMAD3	R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.151253367775335	0.157918351279543	0.339816615726591	23	42	-0.202389552653515
RPS27A	SMAD3	R-HSA-2173788	Downregulation of TGF-beta receptor signaling	0.15011310020193	0.157918351279543	0.339816615726591	7	13	-0.298193942761878
RPS27A	SMAD3	R-HSA-2173789	TGF-beta receptor signaling activates SMADs	0.14637343091401	0.155711795200809	0.339816615726591	8	16	-0.234843011947763
RPS27A	SMAD3	R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	0.151304123521111	0.157918351279543	0.339816615726591	17	32	-0.297582661850514
RPS27A	SMAD3	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.151207659803765	0.157918351279543	0.339816615726591	11	20	-0.298193942761878
RPS27A	SMAD3	R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.146989642863963	0.156020094646131	0.339816615726591	11	21	-0.186885245901639
RPS27A	SMAD3	R-HSA-3304349	Loss of Function of SMAD2/3 in Cancer	0.150597860950652	0.157918351279543	0.339816615726591	2	5	-0.709863851069742
RPS27A	SMAD3	R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer	0.150597860950652	0.157918351279543	0.339816615726591	2	5	-0.709863851069742
RPS27A	SMAD3	R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	0.15087669155788	0.157918351279543	0.339816615726591	2	4	-0.709863851069742
RPS27A	SMAD3	R-HSA-3656532	TGFBR1 KD Mutants in Cancer	0.15087669155788	0.157918351279543	0.339816615726591	2	4	-0.709863851069742
RPS27A	SMAD3	R-HSA-3656534	Loss of Function of TGFBR1 in Cancer	0.15087669155788	0.157918351279543	0.339816615726591	2	4	-0.709863851069742
RPS27A	SMAD3	R-HSA-446652	Interleukin-1 family signaling	0.115806228671228	0.128846953507015	0.339816615726591	26	48	-0.0210058349541539
RPS27A	SMAD3	R-HSA-5688426	Deubiquitination	0.151310564098857	0.157918351279543	0.339816615726591	41	75	-0.202389552653515
RPS27A	SMAD3	R-HSA-5689880	Ub-specific processing proteases	0.15131088888291	0.157918351279543	0.339816615726591	26	48	-0.294274608364145
RPS27A	SMAD3	R-HSA-8878159	Transcriptional regulation by RUNX3	0.0914264348337372	0.105645050404173	0.339816615726591	17	31	0.00533481522645179
RPS27A	SMAD3	R-HSA-8941855	RUNX3 regulates CDKN1A transcription	0.0835893254293199	0.0979306312627817	0.339816615726591	2	5	-0.202389552653515
RPS27A	SMAD3	R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription	0.14606161916497	0.155610967223304	0.339816615726591	2	4	-0.502639622117255
RPS27A	SMAD3	R-HSA-9006936	Signaling by TGF-beta family members	0.151305531572601	0.157918351279543	0.339816615726591	25	46	-0.234843011947763
RPS27A	SMAD3	R-HSA-9008059	Interleukin-37 signaling	0.15019039915936	0.157918351279543	0.339816615726591	6	12	-0.351708808002223
RPS27A	SMAD3	R-HSA-9013694	Signaling by NOTCH4	0.145904653671669	0.155559311052173	0.339816615726591	5	10	-0.298193942761878
RPS27A	SMAD3	R-HSA-9614085	FOXO-mediated transcription	0.150683840170479	0.157918351279543	0.339816615726591	16	30	-0.202389552653515
RPS27A	SMAD3	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.146558680861016	0.155793290107262	0.339816615726591	6	12	-0.27707696582384
RPS27A	SMAD3	R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	0.149410720174344	0.157918351279543	0.339816615726591	7	13	-0.276854681856071
RPS27A	TLR4	R-HSA-1236974	ER-Phagosome pathway	0.0363972585874905	0.0544250978252986	0.422784106696305	8	15	0.037454848569047
RPS27A	TLR4	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	0.0751125526778125	0.0905132355195275	0.422784106696305	5	10	-0.140427896637955
RPS27A	TLR4	R-HSA-5260271	Diseases of Immune System	0.0722298832635926	0.0880014040781578	0.422784106696305	8	15	-0.0696860238955265
RPS27A	TLR4	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	0.0751125526778125	0.0905132355195275	0.422784106696305	5	10	-0.140427896637955
RPS27A	TLR4	R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.0722298832635926	0.0880014040781578	0.422784106696305	8	15	-0.0696860238955265
RPS27A	TLR4	R-HSA-5603041	IRAK4 deficiency (TLR2/4)	0.0372607952017265	0.0550277861166589	0.422784106696305	3	6	-0.0159488746874132
RPS27A	TLR4	R-HSA-5686938	Regulation of TLR by endogenous ligand	0.0335571362419557	0.0517357253288492	0.422784106696305	2	4	-0.0159488746874132
RPS27A	TLR4	R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.0608620201985894	0.0777862183286784	0.422784106696305	4	9	-0.140427896637955
S100A9	TLR4	R-HSA-109581	Apoptosis	0.0445791404881648	0.0617051037258961	0.260284248248712	40	73	0.0774659627674354
S100A9	TLR4	R-HSA-1236974	ER-Phagosome pathway	0.0781284203557351	0.0929760620664931	0.260284248248712	8	15	0.037454848569047
S100A9	TLR4	R-HSA-1236975	Antigen processing-Cross presentation	0.0593135428749395	0.0764888673405245	0.260284248248712	12	22	0.0742428452347875
S100A9	TLR4	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	0.161232612491903	0.165740190905655	0.260284248248712	5	10	-0.140427896637955
S100A9	TLR4	R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	0.0349848978748249	0.0529201936207795	0.260284248248712	34	63	0.0817449291469853
S100A9	TLR4	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	0.0366567669696956	0.0545154533609894	0.260284248248712	36	66	0.0843011947763268
S100A9	TLR4	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	0.0349848978748249	0.0529201936207795	0.260284248248712	34	63	0.0817449291469853
S100A9	TLR4	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	0.0349848978748249	0.0529201936207795	0.260284248248712	34	63	0.0817449291469853
S100A9	TLR4	R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	0.0349848978748249	0.0529201936207795	0.260284248248712	34	63	0.0817449291469853
S100A9	TLR4	R-HSA-2562578	TRIF-mediated programmed cell death	0.0434884147030138	0.0609007682462127	0.260284248248712	3	7	0.0112809113642679
S100A9	TLR4	R-HSA-5260271	Diseases of Immune System	0.155044827573997	0.160762315792561	0.260284248248712	8	15	-0.0696860238955265
S100A9	TLR4	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	0.161232612491903	0.165740190905655	0.260284248248712	5	10	-0.140427896637955
S100A9	TLR4	R-HSA-5357801	Programmed Cell Death	0.0459699480960882	0.0633854861247986	0.260284248248712	41	75	0.0747429841622673
S100A9	TLR4	R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.155044827573997	0.160762315792561	0.260284248248712	8	15	-0.0696860238955265
S100A9	TLR4	R-HSA-5602498	MyD88 deficiency (TLR2/4)	0.0444479387152533	0.061619772620183	0.260284248248712	2	5	-0.0159488746874132
S100A9	TLR4	R-HSA-5603041	IRAK4 deficiency (TLR2/4)	0.0799820421450636	0.0946318674116306	0.260284248248712	3	6	-0.0159488746874132
S100A9	TLR4	R-HSA-5686938	Regulation of TLR by endogenous ligand	0.0720319647136081	0.08790964885048	0.260284248248712	2	4	-0.0159488746874132
S100A9	TLR4	R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.130643177049848	0.141711282821091	0.260284248248712	4	9	-0.140427896637955
S100A9	TLR4	R-HSA-937041	IKK complex recruitment mediated by RIP1	0.0387249187895889	0.0562629519192204	0.260284248248712	7	14	0.0742428452347875
S100A9	TLR4	R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	0.0605134406593798	0.0775480553222079	0.260284248248712	6	11	0.0742428452347875
S100A9	TLR4	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	0.0326513264874694	0.050673162535748	0.260284248248712	34	63	0.0843011947763268
S100A9	TLR4	R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0.0605134406593798	0.0775480553222079	0.260284248248712	6	11	0.0742428452347875
SELPLG	ITGAM	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	0.0499581409719177	0.0668907321696825	0.537371492081134	47	87	-0.0622950819672131
SELPLG	ITGAM	R-HSA-168898	Toll-like Receptor Cascades	0.0496089846338102	0.0665475060475994	0.537371492081134	50	92	-0.0522367324256738
SEMA4D	CD72	R-HSA-373755	Semaphorin interactions	0.0440186175722183	0.0612247309394384	0.31486524034454	16	30	0.0651847735482079
SORBS1	INSR	R-HSA-1257604	PIP3 activates AKT signaling	0.153213341007006	0.159488205086068	0.334928458262488	55	101	-0.0700734872394691
SORBS1	INSR	R-HSA-199418	Negative regulation of the PI3K/AKT network	0.15400418622337	0.160030436988633	0.334928458262488	30	55	-0.124485452717993
SORBS1	INSR	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	0.153485140250426	0.15960673757731	0.334928458262488	28	52	-0.124485452717993
SORBS1	INSR	R-HSA-74749	Signal attenuation	0.129231499517557	0.14060544029452	0.334928458262488	2	4	-0.317013680262402
SORBS1	INSR	R-HSA-74751	Insulin receptor signalling cascade	0.134581124216329	0.144995741642536	0.334928458262488	9	18	-0.144486579087655
SORBS1	INSR	R-HSA-74752	Signaling by Insulin receptor	0.134581124216329	0.144995741642536	0.334928458262488	9	18	-0.144486579087655
SORBS1	INSR	R-HSA-9006925	Intracellular signaling by second messengers	0.14159543600868	0.151415253718454	0.334928458262488	67	123	-0.021169481456624
TF	ADRB2	R-HSA-5688426	Deubiquitination	0.113479419043183	0.127132411646816	0.397838258419311	40	73	-0.108030008335649
TF	ADRB2	R-HSA-5689880	Ub-specific processing proteases	0.113665516046761	0.127149417870091	0.397838258419311	26	48	-0.164267852181161
TF	ADRB2	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	0.104516999444241	0.118480140081455	0.397838258419311	28	51	-0.0543484301194776
TF	ADRB2	R-HSA-8856828	Clathrin-mediated endocytosis	0.0999535551636789	0.114118947535602	0.397838258419311	53	98	-0.0229508196721312
TF	ADRB2	R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	0.0757830911648075	0.0908636728514498	0.397838258419311	9	18	-0.0715198666296194
TF	ADRB2	R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.108959884584145	0.12264401451622	0.397838258419311	31	57	-0.0726312864684635
TF	ADRB2	R-HSA-9664433	Leishmania parasite growth and survival	0.108959884584145	0.12264401451622	0.397838258419311	31	57	-0.0726312864684635
TGFB1	ITGAV	R-HSA-194138	Signaling by VEGF	0.102718580731737	0.116533579722556	0.334926368435677	31	58	-0.00388996943595443
TGFB1	ITGAV	R-HSA-202733	Cell surface interactions at the vascular wall	0.0444745220794208	0.061619772620183	0.334926368435677	25	46	0.0640186721188778
TGFB1	ITGAV	R-HSA-210990	PECAM1 interactions	0.119343422364069	0.132255384598204	0.334926368435677	3	7	-0.251958877465963
TGFB1	ITGAV	R-HSA-216083	Integrin cell surface interactions	0.0913264046845811	0.105614567998137	0.334926368435677	6	11	-0.032342317310364
TGFB1	ITGAV	R-HSA-3000157	Laminin interactions	0.149836084215546	0.157918351279543	0.334926368435677	3	6	-0.40577938316199
TGFB1	ITGAV	R-HSA-3000171	Non-integrin membrane-ECM interactions	0.100509962449425	0.114480767396724	0.334926368435677	4	9	-0.156256213891481
TGFB1	ITGAV	R-HSA-3000178	ECM proteoglycans	0.0679001192482244	0.083650146908895	0.334926368435677	4	8	-0.032342317310364
TGFB1	ITGAV	R-HSA-373760	L1CAM interactions	0.0430403099183884	0.0604630313135574	0.334926368435677	12	23	0.0524034454015004
TGFB1	ITGAV	R-HSA-4420097	VEGFA-VEGFR2 Pathway	0.110139019598485	0.123874003219001	0.334926368435677	31	57	-0.00388996943595443
TGFB1	ITGB1	R-HSA-1500931	Cell-Cell communication	0.165231012682018	0.169607209868299	0.268574604056682	6	12	-0.144763961347661
TGFB1	ITGB1	R-HSA-1566948	Elastic fibre formation	0.0725955327267528	0.0883718114857075	0.268574604056682	2	4	-0.0242848608645396
TGFB1	ITGB1	R-HSA-216083	Integrin cell surface interactions	0.0474499800036838	0.0648648916351597	0.268574604056682	10	19	0.0734092803556544
TGFB1	ITGB1	R-HSA-3000157	Laminin interactions	0.0669987157936109	0.0829673216304301	0.268574604056682	4	9	-0.0320088913587108
TGFB1	ITGB1	R-HSA-3000170	Syndecan interactions	0.0810190854507793	0.0955438885990275	0.268574604056682	3	6	-0.0242848608645396
TGFB1	ITGB1	R-HSA-3000171	Non-integrin membrane-ECM interactions	0.122097977283932	0.13427032164506	0.268574604056682	6	11	-0.0320088913587108
TGFB1	ITGB1	R-HSA-3000178	ECM proteoglycans	0.094323851331057	0.108468646999788	0.268574604056682	6	12	-0.0242848608645396
TGFB1	ITGB1	R-HSA-445144	Signal transduction by L1	0.0388581324364253	0.0563423275165155	0.268574604056682	5	10	0.077354820783551
TGFB1	ITGB1	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.173202003215632	0.17677699118236	0.268574604056682	36	66	-0.0221172547929981
TGFB1	ITGB1	R-HSA-6806834	Signaling by MET	0.174927153117681	0.178283964158319	0.268574604056682	17	32	-0.0679633231453182
TGFB1	ITGB1	R-HSA-8874081	MET activates PTK2 signaling	0.0883309953868711	0.10248110629836	0.268574604056682	3	6	-0.0403445401500417
TGFB1	ITGB1	R-HSA-8875878	MET promotes cell motility	0.12360608317438	0.135222964179047	0.268574604056682	7	13	-0.0320088913587108
TGFB2	TGFBR2	R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.0338031323256344	0.0520103988787122	0.575846666255575	19	35	-0.0524590163934426
TGFB2	TGFBR2	R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.0352087653606874	0.0531467047655007	0.575846666255575	6	12	-0.187051958877466
TGFB2	TGFBR2	R-HSA-5689603	UCH proteinases	0.0392735064798397	0.0567152147956597	0.575846666255575	6	12	-0.298082800777994
TGM2	SDC4	R-HSA-1630316	Glycosaminoglycan metabolism	0.0753860824652391	0.0906909750462692	0.362782931554272	28	52	0.0148673059653859
TGM2	SDC4	R-HSA-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	0.0693171076931215	0.0852493417083501	0.362782931554272	9	18	-0.0296512438599378
TGM2	SDC4	R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	0.0639757066789859	0.0805723002994424	0.362782931554272	6	12	-0.0296512438599378
TGM2	SDC4	R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	0.04304934098406	0.0604630313135574	0.362782931554272	4	9	-0.0296512438599378
TGM2	SDC4	R-HSA-2022928	HS-GAG biosynthesis	0.0406071267734812	0.0577684720170358	0.362782931554272	3	6	0.0196316785330497
TGM2	SDC4	R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	0.0406071267734812	0.0577684720170358	0.362782931554272	3	6	0.0196316785330497
TGM2	SDC4	R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	0.0406071267734812	0.0577684720170358	0.362782931554272	3	6	0.0196316785330497
TGM2	SDC4	R-HSA-3656237	Defective EXT2 causes exostoses 2	0.0406071267734812	0.0577684720170358	0.362782931554272	3	6	0.0196316785330497
TGM2	SDC4	R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	0.0406071267734812	0.0577684720170358	0.362782931554272	3	6	0.0196316785330497
TGM2	SDC4	R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	0.0406071267734812	0.0577684720170358	0.362782931554272	3	6	0.0196316785330497
TGM2	SDC4	R-HSA-5668914	Diseases of metabolism	0.07095882985399	0.0870005572994187	0.362782931554272	45	83	0.0273447272335322
THBS1	CD47	R-HSA-202733	Cell surface interactions at the vascular wall	0.0887670860955792	0.102903800696088	0.426895185287993	25	46	-0.0606279522089469
THBS1	ITGA4	R-HSA-8878159	Transcriptional regulation by RUNX3	0.208265844520626	0.208556718605152	0.260500889537243	15	29	-0.160130037943183
THBS1	ITGA4	R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration	0.184640000819835	0.186987119474325	0.260500889537243	2	4	-0.341849706197289
THBS1	ITGA6	R-HSA-210991	Basigin interactions	0.0575158146319696	0.07457294591523	0.411643568764958	3	7	-0.144763961347661
THBS1	ITGA6	R-HSA-216083	Integrin cell surface interactions	0.0372006446748598	0.054995592230669	0.411643568764958	2	5	-0.100550611646781
THBS1	ITGA6	R-HSA-3000157	Laminin interactions	0.0425983695482478	0.0599470676468963	0.411643568764958	2	5	-0.126967392914602
THBS1	ITGA6	R-HSA-3000171	Non-integrin membrane-ECM interactions	0.0419709510093699	0.0592385273104689	0.411643568764958	4	8	-0.0154607688262196
THBS1	ITGA6	R-HSA-446728	Cell junction organization	0.0324321540578836	0.0504422005629123	0.411643568764958	2	4	0.00172404256695255
THBS1	SDC4	R-HSA-1630316	Glycosaminoglycan metabolism	0.0813360851504519	0.0957602184776256	0.346942251915077	28	52	0.0148673059653859
THBS1	SDC4	R-HSA-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	0.0747881039754317	0.0902745295461019	0.346942251915077	9	18	-0.0296512438599378
THBS1	SDC4	R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	0.0690251218240676	0.0849631113267922	0.346942251915077	6	12	-0.0296512438599378
THBS1	SDC4	R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	0.0464470993775925	0.0638358088455382	0.346942251915077	4	9	-0.0296512438599378
THBS1	SDC4	R-HSA-2022928	HS-GAG biosynthesis	0.0438121283525512	0.0609966913180179	0.346942251915077	3	6	0.0196316785330497
THBS1	SDC4	R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	0.0438121283525512	0.0609966913180179	0.346942251915077	3	6	0.0196316785330497
THBS1	SDC4	R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	0.0438121283525512	0.0609966913180179	0.346942251915077	3	6	0.0196316785330497
THBS1	SDC4	R-HSA-3656237	Defective EXT2 causes exostoses 2	0.0438121283525512	0.0609966913180179	0.346942251915077	3	6	0.0196316785330497
THBS1	SDC4	R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	0.0438121283525512	0.0609966913180179	0.346942251915077	3	6	0.0196316785330497
THBS1	SDC4	R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	0.0438121283525512	0.0609966913180179	0.346942251915077	3	6	0.0196316785330497
THBS1	SDC4	R-HSA-5668914	Diseases of metabolism	0.0765594024578984	0.0915647899287959	0.346942251915077	45	83	0.0273447272335322
TNFSF13B	TNFRSF13C	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	0.0945759479295958	0.108671401707564	0.432342317310364	14	26	-0.217338149485968
TNFSF13B	TNFRSF13C	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	0.0907108154423616	0.104987336032564	0.432342317310364	2	5	-0.523312031119756
TNFSF13	TNFRSF1A	R-HSA-5357786	TNFR1-induced proapoptotic signaling	0.0352707652253453	0.0531843084470507	0.589997221450403	4	8	-0.341594887468741
TNFSF13	TNFRSF1A	R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	0.03439202796837	0.0522992238670653	0.589997221450403	11	21	-0.154820783550986
TNFSF13	TNFRSF1A	R-HSA-5626978	TNFR1-mediated ceramide production	0.0343264437965624	0.0522992238670653	0.589997221450403	2	5	-0.49369269241456
TNFSF4	TRAF2	R-HSA-109581	Apoptosis	0.0640208637121986	0.0805723002994424	0.447735482078355	41	75	0.00138927479855515
TNFSF4	TRAF2	R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	0.0370034999628882	0.0548171683334522	0.447735482078355	20	37	0.0360100027785496
TNFSF4	TRAF2	R-HSA-5213460	RIPK1-mediated regulated necrosis	0.0757330846720373	0.0908636728514498	0.447735482078355	5	10	-0.201389274798555
TNFSF4	TRAF2	R-HSA-5218859	Regulated Necrosis	0.0757330846720373	0.0908636728514498	0.447735482078355	5	10	-0.201389274798555
TNFSF4	TRAF2	R-HSA-5357786	TNFR1-induced proapoptotic signaling	0.0673101858695164	0.0831023680150709	0.447735482078355	4	8	-0.171436510141706
TNFSF4	TRAF2	R-HSA-5357801	Programmed Cell Death	0.0783732461700563	0.0931900787793207	0.447735482078355	42	77	-0.0321200333425952
TNFSF4	TRAF2	R-HSA-5357905	Regulation of TNFR1 signaling	0.0770511788724654	0.0919229538295469	0.447735482078355	11	21	-0.117477076965824
TNFSF4	TRAF2	R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	0.0829758684049731	0.0974507741955212	0.447735482078355	11	20	-0.143873298138372
TNFSF4	TRAF2	R-HSA-5675482	Regulation of necroptotic cell death	0.0658075688685567	0.0821977596471042	0.447735482078355	4	9	-0.201389274798555
TNFSF4	TRAF2	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	0.0637530164000539	0.0804061789953186	0.447735482078355	7	13	-0.0772992497916088
TNFSF4	TRAF2	R-HSA-5688426	Deubiquitination	0.037772343499928	0.0554757772727308	0.447735482078355	41	76	0.0360100027785496
TNFSF4	TRAF2	R-HSA-5689880	Ub-specific processing proteases	0.0805519084355807	0.0951494536216003	0.447735482078355	28	51	-0.0563489858293971
TNFSF4	TRAF2	R-HSA-73887	Death Receptor Signalling	0.0615338974779566	0.0782960150695561	0.447735482078355	29	54	-0.0101694915254237
TNFSF4	TRAF2	R-HSA-75893	TNF signaling	0.0533743738704604	0.0707383106564143	0.447735482078355	15	28	-0.0101694915254237
TNFSF4	TRAF2	R-HSA-933541	TRAF6 mediated IRF7 activation	0.0444104161982374	0.061619772620183	0.447735482078355	5	10	-0.048791330925257
TNFSF4	TRAF2	R-HSA-933542	TRAF6 mediated NF-kB activation	0.0719388048337851	0.0878707377611992	0.447735482078355	7	14	-0.143873298138372
UBA52	ADRB2	R-HSA-5688426	Deubiquitination	0.206581876581284	0.207740821190436	0.268630175048625	40	73	-0.108030008335649
UBA52	ADRB2	R-HSA-5689880	Ub-specific processing proteases	0.206920654031411	0.207935681766674	0.268630175048625	26	48	-0.164267852181161
UBA52	ADRB2	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	0.190266376598386	0.192277649078284	0.268630175048625	28	51	-0.0543484301194776
UBA52	ADRB2	R-HSA-8856828	Clathrin-mediated endocytosis	0.18195892410082	0.184793978159048	0.268630175048625	53	98	-0.0229508196721312
UBA52	ADRB2	R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	0.137958171780903	0.148411116529493	0.268630175048625	9	18	-0.0715198666296194
UBA52	ADRB2	R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.198354359048202	0.199747296962866	0.268630175048625	31	57	-0.0726312864684635
UBA52	ADRB2	R-HSA-9664433	Leishmania parasite growth and survival	0.198354359048202	0.199747296962866	0.268630175048625	31	57	-0.0726312864684635
UBA52	TLR4	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	0.0380173914872084	0.0556295299925069	0.540094470686302	5	10	-0.140427896637955
UBA52	TLR4	R-HSA-5260271	Diseases of Immune System	0.0365583601037499	0.0545154533609894	0.540094470686302	8	15	-0.0696860238955265
UBA52	TLR4	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	0.0380173914872084	0.0556295299925069	0.540094470686302	5	10	-0.140427896637955
UBA52	TLR4	R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.0365583601037499	0.0545154533609894	0.540094470686302	8	15	-0.0696860238955265
WNT11	FZD7	R-HSA-3858494	Beta-catenin independent WNT signaling	0.0398378451685355	0.0572993680759077	0.519548569692604	29	54	-0.0081133648235621
WNT11	FZD7	R-HSA-9664420	Killing mechanisms	0.0366458276460646	0.0545154533609894	0.519548569692604	3	6	-0.135871075298694
WNT11	FZD7	R-HSA-9673324	WNT5:FZD7-mediated leishmania damping	0.0366458276460646	0.0545154533609894	0.519548569692604	3	6	-0.135871075298694
WNT7B	LRP5	R-HSA-201681	TCF dependent signaling in response to WNT	0.0934727364352987	0.107576166972888	0.322189804416232	28	52	0.0127257571547652
WNT7B	LRP5	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.0676420010041041	0.0834038086327475	0.322189804416232	11	21	0.0193387051958878
WNT7B	LRP5	R-HSA-4641263	Regulation of FZD by ubiquitination	0.0522005566614998	0.0696331146535728	0.322189804416232	2	4	-0.00550152820227841
B2M	CD247	GO:0050690	regulation of defense response to virus by virus	0.0922292978955461	0.106315766223644	0.371637961371049	3	7	-0.22004805879709
CALM2	KCNQ5	GO:0071805	potassium ion transmembrane transport	0.138711977514609	0.149110176728598	0.304640177827174	21	39	-0.0348430119477633
CALM3	KCNQ5	GO:0071805	potassium ion transmembrane transport	0.0475697829273075	0.0649049179046231	0.510030564045568	21	39	-0.0348430119477633
CCL28	CCR10	GO:0007204	positive regulation of cytosolic calcium ion concentration	0.0961386809337944	0.1102021330608	0.403223117532648	3	6	-0.272964712420117
CCL5	CXCR3	GO:0007204	positive regulation of cytosolic calcium ion concentration	0.0397510077821807	0.0572380072212195	0.33198110586274	3	6	0.0439566546262851
CD40LG	CD40	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	0.0384499414168143	0.0559768690271185	0.40655737704918	24	44	0.0536815782161712
COL5A2	DDR1	GO:0046777	protein autophosphorylation	0.0339373017061513	0.0520105917100193	0.557877188107808	15	29	-0.0584606835232009
GNAI2	S1PR4	GO:0007204	positive regulation of cytosolic calcium ion concentration	0.130557262148016	0.141711282821091	0.312531258682968	3	6	-0.199944429008058
IL16	KCNA3	GO:0006813	potassium ion transport	0.166544266846384	0.170588913326939	0.265129202556266	9	18	-0.111919977771603
IL16	KCNA3	GO:0071805	potassium ion transmembrane transport	0.20050971405411	0.201776091195505	0.265129202556266	21	39	-0.0994720755765491
LTB	CD40	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	0.0361904768104476	0.0541723838686658	0.418116143373159	24	44	0.0536815782161712
A2M	LRP1	R-HSA-196854	Metabolism of vitamins and cofactors	0.000565411040813735	0.00488433393088492	0.813939392623713	3	7	0.0882712652214322
A2M	LRP1	R-HSA-2187338	Visual phototransduction	0.00018815133619581	0.00228651708563383	0.813939392623713	5	10	0.210558488469019
A2M	LRP1	R-HSA-6806667	Metabolism of fat-soluble vitamins	0.000565411040813735	0.00488433393088492	0.813939392623713	3	7	0.0882712652214322
A2M	LRP1	R-HSA-975634	Retinoid metabolism and transport	0.000565411040813735	0.00488433393088492	0.813939392623713	3	7	0.0882712652214322
ADAM15	ITGA5	R-HSA-202733	Cell surface interactions at the vascular wall	0.00310878734361238	0.0145211760610428	0.721589330369547	24	44	0.0785773826062795
